Bestandeseinheit,Baumart,Baumnummer,D_1955,Aus_1955,H_1955,D_1959,Aus_1959,H_1959,D_1966,Aus_1966,H_1966,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_1996,Aus_1996,H_1996,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2014,Aus_2014,H_2014
1,Bu,4104,42.3,NA,26.0,44.2,NA,NA,49.2,NA,NA,54.8,NA,NA,61.2,NA,NA,65.3,NA,NA,65.4,NA,NA,65.7,NA,36.5,67.6,3,32.3,NA,NA,NA,NA,NA,NA
1,Bu,4201,26.6,NA,NA,33.2,NA,NA,35.5,NA,NA,38.2,NA,NA,40.8,NA,NA,42.6,3,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4202,20.9,NA,NA,20.8,NA,NA,21.0,NA,NA,21.4,NA,NA,21.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4203,28.9,NA,NA,30.7,NA,NA,33.7,NA,NA,37.0,NA,NA,40.5,NA,NA,44.5,NA,NA,44.9,NA,NA,46.8,NA,NA,47.5,NA,NA,48.5,NA,NA,48.6,NA,33.9
1,Bu,4204,25.2,NA,NA,26.3,NA,NA,27.6,NA,NA,29.6,NA,NA,30.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4205,24.6,NA,NA,25.9,NA,NA,28.1,NA,NA,31.9,NA,29.0,35.9,NA,30.7,40.5,NA,32.0,41.0,NA,NA,43.4,NA,NA,44.1,NA,NA,46.1,NA,NA,45.2,NA,NA
1,Bu,4301,32.1,NA,NA,33.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4302,33.2,NA,24.0,34.4,NA,NA,37.2,7,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4303,34.9,NA,NA,35.6,NA,NA,37.3,NA,NA,39.0,NA,27.0,42.2,1,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4304,49.3,NA,27.0,51.1,NA,NA,54.6,NA,NA,59.8,NA,37.0,64.3,7,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4401,27.4,NA,NA,28.2,NA,NA,30.0,NA,NA,31.8,NA,31.0,33.3,NA,33.2,37.2,NA,32.9,37.7,NA,NA,40.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4402,18.6,NA,NA,19.3,NA,NA,19.5,NA,NA,19.6,NA,22.5,19.8,NA,22.3,21.3,NA,24.7,21.5,NA,NA,22.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4403,34.8,NA,NA,36.0,NA,NA,37.7,NA,NA,39.4,NA,32.5,41.7,NA,32.2,43.7,NA,34.9,43.9,NA,NA,44.9,NA,34.6,46.4,NA,NA,48.8,NA,34.2,49.5,NA,33.9
1,Bu,4404,34.0,1,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4501,34.1,NA,NA,36.4,NA,NA,40.6,NA,NA,45.4,NA,33.5,50.6,NA,34.3,55.1,NA,36.0,54.9,NA,NA,58.6,NA,NA,60.5,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,4502,45.6,NA,NA,47.2,NA,NA,49.1,NA,NA,51.6,NA,31.5,55.0,NA,34.5,56.1,3,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4601,33.2,NA,NA,34.2,NA,NA,37.8,NA,NA,41.8,NA,NA,44.4,NA,NA,46.9,NA,34.8,47.0,NA,NA,47.6,NA,NA,48.3,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,4602,40.2,NA,NA,41.4,NA,NA,44.4,NA,NA,47.1,NA,NA,50.2,NA,NA,52.0,3,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4603,40.5,NA,NA,41.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4604,47.3,NA,NA,48.9,NA,NA,51.4,NA,NA,54.0,NA,NA,57.5,NA,NA,60.4,NA,NA,60.7,NA,NA,62.1,NA,NA,63.7,NA,NA,65.6,NA,NA,65.4,NA,36.5
1,Bu,4701,8.2,NA,NA,9.2,NA,NA,10.4,NA,NA,10.8,NA,NA,12.0,NA,NA,14.7,NA,NA,15.0,NA,NA,16.3,NA,NA,17.2,NA,NA,18.7,NA,NA,20.2,NA,NA
1,Bu,4801,39.2,NA,NA,43.8,NA,NA,45.3,NA,NA,49.2,NA,NA,53.3,NA,NA,56.3,NA,35.4,56.6,NA,NA,58.0,NA,NA,59.2,NA,NA,60.0,NA,NA,61.6,NA,NA
1,Bu,4802,41.6,NA,NA,42.4,NA,NA,46.2,NA,NA,50.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4803,13.0,NA,NA,13.2,NA,NA,13.7,NA,NA,14.0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4804,36.0,1,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4901,36.9,NA,NA,38.2,NA,NA,41.7,NA,NA,44.6,NA,34.5,49.0,NA,33.7,53.2,NA,34.1,53.8,NA,NA,56.8,NA,34.6,58.2,NA,35.0,60.4,NA,35.4,61.7,NA,35.8
1,Bu,4902,43.0,NA,NA,44.8,NA,NA,48.8,NA,NA,53.1,NA,37.5,58.2,NA,34.0,60.4,3,33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,4903,34.7,NA,NA,36.3,NA,NA,40.7,NA,NA,45.4,NA,36.0,51.1,NA,32.0,55.0,NA,34.0,55.5,NA,NA,57.7,NA,NA,59.5,NA,35.4,61.5,NA,35.9,62.7,NA,36.6
1,Bu,4904,50.7,1,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5001,42.9,NA,NA,46.1,NA,NA,50.8,NA,NA,56.1,NA,NA,61.2,NA,NA,65.2,NA,NA,65.2,NA,NA,65.4,NA,34.8,67.6,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,5002,13.5,NA,NA,14.4,NA,NA,15.8,NA,NA,17.4,NA,NA,18.1,NA,NA,20.9,NA,NA,21.2,NA,NA,22.9,NA,NA,24.2,NA,NA,25.9,NA,NA,28.1,NA,NA
1,Bu,5003,9.7,NA,NA,10.8,NA,NA,12.2,NA,NA,13.2,NA,NA,13.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5004,6.8,NA,NA,7.1,NA,NA,7.5,NA,NA,8.1,NA,NA,8.4,NA,NA,10.8,NA,NA,11.3,NA,NA,13.6,NA,NA,14.5,NA,NA,16.2,NA,NA,18.4,NA,NA
1,Bu,5101,29.3,NA,NA,31.2,NA,NA,35.2,NA,NA,39.4,NA,NA,43.2,NA,NA,46.5,NA,NA,47.0,NA,NA,49.2,NA,NA,49.7,NA,NA,51.7,NA,NA,53.2,NA,NA
1,Bu,5102,21.2,NA,NA,21.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5103,23.3,NA,NA,24.0,NA,NA,26.8,NA,NA,29.7,NA,NA,32.2,NA,NA,36.0,NA,NA,36.5,NA,NA,39.2,NA,NA,40.7,NA,NA,42.9,NA,NA,44.5,NA,NA
1,Bu,5104,30.5,NA,NA,32.2,NA,NA,34.3,NA,NA,36.6,NA,NA,38.5,NA,NA,39.5,NA,NA,39.8,NA,NA,41.2,NA,NA,42.1,NA,NA,42.2,NA,NA,42.8,3,NA
1,Bu,5105,14.0,NA,NA,14.2,NA,NA,14.4,7,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5106,20.4,NA,NA,21.0,NA,NA,22.2,NA,NA,22.9,NA,25.0,23.0,NA,25.4,24.7,NA,23.8,25.4,NA,NA,28.8,NA,NA,30.6,NA,NA,33.7,NA,NA,36.0,NA,NA
1,Bu,5107,13.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5108,54.4,NA,NA,55.8,NA,NA,59.1,NA,NA,63.2,NA,NA,68.6,NA,NA,71.4,3,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5201,8.5,NA,NA,9.4,NA,NA,10.8,NA,NA,11.8,NA,NA,12.4,NA,NA,15.1,NA,NA,15.7,NA,NA,18.6,NA,NA,20.2,NA,NA,22.1,NA,NA,24.3,NA,19.4
1,Bu,5202,59.5,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5301,12.3,NA,NA,14.0,NA,NA,16.8,NA,NA,18.8,NA,16.5,21.4,NA,19.4,25.4,NA,22.0,26.4,NA,NA,31.3,NA,NA,33.9,NA,NA,37.4,NA,NA,40.5,NA,NA
1,Bu,5302,23.1,NA,NA,23.8,NA,NA,25.6,NA,NA,29.0,NA,NA,33.4,NA,NA,38.3,NA,31.4,39.0,NA,NA,42.5,NA,NA,44.0,NA,NA,45.7,NA,NA,48.3,NA,NA
1,Bu,5303,43.4,NA,NA,45.6,NA,NA,49.8,7,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5401,44.6,NA,NA,45.8,NA,NA,48.7,NA,NA,52.2,NA,NA,57.2,NA,NA,59.5,NA,NA,59.9,NA,NA,61.7,6,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5402,25.2,NA,NA,25.8,NA,NA,27.1,NA,NA,28.0,NA,NA,29.2,NA,NA,30.2,NA,NA,30.5,NA,NA,31.8,NA,32.3,32.7,NA,NA,35.2,NA,NA,38.5,NA,NA
1,Bu,5501,29.5,NA,NA,30.7,NA,NA,32.7,NA,NA,33.9,NA,NA,35.5,NA,NA,36.5,NA,NA,36.6,NA,NA,36.9,NA,NA,37.4,NA,NA,38.9,NA,NA,40.9,NA,NA
1,Bu,5502,43.7,NA,NA,45.2,NA,NA,45.7,1,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5503,49.9,NA,NA,51.2,NA,NA,54.2,NA,NA,57.4,NA,NA,62.8,NA,NA,65.9,NA,NA,66.3,NA,NA,68.1,NA,NA,68.8,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,5601,30.1,NA,NA,30.4,NA,NA,32.8,NA,NA,34.8,NA,NA,37.3,NA,NA,40.2,NA,NA,40.5,NA,NA,41.9,NA,NA,42.8,NA,NA,44.5,NA,NA,46.8,NA,32.3
1,Bu,5701,44.2,NA,NA,45.1,NA,NA,48.1,NA,NA,51.0,NA,NA,54.6,NA,NA,56.7,3,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5702,44.7,NA,NA,46.1,NA,NA,49.8,NA,NA,53.0,NA,NA,56.9,NA,NA,60.0,NA,NA,60.4,NA,NA,62.1,NA,NA,63.2,NA,NA,64.1,NA,NA,65.8,NA,NA
1,Bu,5703,49.7,NA,NA,51.4,NA,NA,54.6,NA,NA,57.4,NA,NA,60.7,NA,NA,64.4,NA,NA,64.8,NA,NA,66.9,NA,NA,68.8,NA,NA,70.6,NA,NA,72.4,NA,NA
1,Bu,5801,60.6,NA,NA,62.3,NA,NA,67.2,NA,NA,71.0,NA,NA,76.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5802,9.1,NA,NA,9.6,NA,NA,10.0,NA,NA,10.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,5901,30.0,NA,NA,30.8,NA,NA,32.7,NA,NA,34.8,NA,30.0,35.9,NA,28.5,37.1,NA,29.6,37.7,NA,NA,40.4,NA,NA,41.5,NA,NA,43.4,NA,NA,45.3,NA,NA
1,Bu,5902,30.0,NA,NA,31.6,NA,NA,35.3,NA,NA,37.0,NA,NA,37.5,NA,NA,39.2,NA,NA,39.6,2,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6001,5.7,NA,NA,6.8,NA,NA,8.2,NA,NA,10.6,NA,NA,11.8,NA,NA,15.0,NA,NA,15.5,NA,NA,17.7,NA,NA,18.1,NA,NA,20.1,NA,NA,23.1,NA,NA
1,Bu,6002,44.4,NA,NA,46.4,NA,NA,52.4,NA,NA,59.4,NA,NA,65.7,NA,NA,68.5,3,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6003,8.0,NA,NA,8.4,NA,NA,9.0,NA,NA,11.2,NA,NA,11.6,NA,NA,13.9,NA,NA,14.2,NA,NA,15.9,NA,NA,17.0,NA,NA,18.6,NA,NA,22.1,NA,22.2
1,Bu,6004,57.8,1,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6005,50.2,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6101,11.0,NA,NA,12.3,NA,NA,14.7,NA,NA,17.4,NA,NA,18.7,NA,NA,20.9,NA,NA,21.3,NA,NA,23.5,NA,NA,26.1,NA,NA,28.6,NA,NA,31.2,NA,21.5
1,Bu,6102,12.1,NA,NA,12.5,NA,NA,13.2,NA,NA,13.8,NA,NA,14.0,NA,NA,15.0,NA,NA,15.4,NA,NA,17.3,NA,NA,18.5,NA,NA,19.5,NA,NA,20.8,NA,NA
1,Bu,6103,12.0,NA,NA,12.6,NA,NA,13.6,NA,NA,13.6,NA,NA,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6104,9.0,NA,NA,9.1,NA,NA,9.3,NA,NA,9.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6105,16.5,NA,NA,16.8,NA,NA,17.8,NA,NA,18.2,NA,NA,18.4,NA,NA,19.1,NA,NA,19.3,NA,NA,20.2,NA,NA,20.9,NA,NA,21.8,NA,NA,22.5,NA,NA
1,Bu,6201,23.6,NA,NA,24.1,NA,NA,28.1,NA,NA,35.0,NA,NA,41.9,NA,NA,47.4,NA,NA,48.4,NA,NA,53.5,NA,NA,55.5,NA,NA,59.0,NA,NA,61.0,NA,NA
1,Bu,6202,7.7,NA,NA,7.8,NA,NA,8.0,NA,NA,8.6,NA,NA,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6203,7.8,NA,NA,7.9,NA,NA,8.0,NA,NA,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6301,8.4,NA,NA,9.4,NA,NA,12.2,NA,NA,14.7,NA,NA,16.6,NA,NA,19.6,NA,NA,20.1,NA,NA,22.4,NA,NA,23.3,NA,NA,25.4,NA,NA,27.9,NA,NA
1,Bu,6302,53.8,NA,27.5,56.0,NA,NA,60.0,NA,NA,66.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6303,11.6,NA,NA,12.6,NA,NA,16.0,NA,NA,19.0,NA,18.5,24.2,NA,20.4,27.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6304,5.5,NA,NA,5.7,NA,NA,5.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6401,37.5,NA,26.0,39.2,NA,NA,43.8,NA,NA,48.9,NA,35.5,55.6,NA,34.0,60.1,NA,35.2,60.8,NA,NA,64.3,NA,38.7,66.6,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,6501,38.5,NA,26.5,39.6,NA,NA,41.8,NA,NA,44.2,NA,33.0,47.6,NA,33.6,49.4,NA,30.0,49.4,NA,NA,49.5,NA,NA,50.5,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,6502,32.2,NA,NA,33.4,NA,NA,36.2,NA,NA,39.0,NA,NA,43.5,NA,NA,46.8,1,34.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6503,16.9,NA,NA,18.1,NA,NA,20.6,NA,NA,23.8,NA,NA,26.8,NA,NA,30.4,NA,NA,30.9,NA,NA,33.6,NA,NA,34.0,NA,NA,35.4,NA,NA,36.6,7,NA
1,Bu,6504,58.2,NA,28.5,61.0,NA,NA,65.0,NA,NA,71.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6505,8.0,NA,NA,8.5,NA,NA,9.6,NA,NA,10.4,NA,NA,12.2,NA,NA,14.6,NA,NA,14.9,NA,NA,16.5,NA,15.0,17.1,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,6601,6.3,NA,NA,6.6,NA,NA,7.2,NA,NA,7.3,NA,NA,8.8,NA,NA,11.3,NA,NA,11.5,NA,NA,12.5,NA,NA,13.6,NA,NA,16.8,NA,NA,21.7,NA,NA
1,Bu,6602,23.7,NA,NA,24.7,NA,NA,26.4,NA,NA,28.0,NA,NA,30.8,NA,NA,35.7,NA,NA,36.3,NA,NA,39.5,NA,NA,41.5,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,6603,11.6,NA,NA,11.7,NA,NA,11.8,NA,NA,11.7,NA,NA,12.1,NA,NA,13.2,NA,NA,13.3,NA,NA,13.5,NA,NA,14.1,NA,NA,14.8,NA,NA,16.5,NA,NA
1,Bu,6604,11.8,NA,NA,12.1,NA,NA,12.2,NA,NA,12.0,NA,NA,12.0,NA,NA,12.1,NA,NA,12.1,NA,NA,12.0,NA,NA,12.1,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,6605,20.6,NA,NA,21.3,NA,NA,22.8,NA,NA,24.0,NA,27.5,27.8,NA,27.9,31.6,NA,29.1,32.1,NA,NA,34.3,NA,31.3,35.2,NA,NA,37.3,NA,NA,38.9,3,NA
1,Bu,6606,28.7,NA,NA,31.0,NA,NA,35.2,NA,NA,40.6,NA,NA,45.5,NA,NA,49.2,3,33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6607,15.5,NA,NA,19.6,NA,NA,21.7,NA,NA,23.4,NA,29.5,25.3,NA,29.4,27.8,NA,29.7,28.3,NA,NA,31.0,NA,30.1,32.0,NA,NA,34.0,NA,NA,35.4,NA,NA
1,Bu,6608,27.9,NA,20.0,28.2,NA,NA,32.5,NA,NA,34.9,NA,NA,40.9,NA,NA,47.3,NA,NA,48.5,2,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6701,11.1,NA,NA,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6702,12.3,NA,NA,13.1,NA,NA,14.6,NA,NA,15.4,NA,NA,16.2,NA,NA,18.9,NA,NA,19.3,NA,NA,21.0,NA,NA,21.9,4,NA,NA,NA,NA,NA,NA,NA
1,Bu,6703,38.0,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6704,43.6,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6801,32.3,NA,NA,34.4,NA,NA,38.6,NA,NA,41.8,NA,NA,44.0,NA,NA,47.8,NA,NA,48.3,NA,NA,50.7,NA,NA,51.8,NA,NA,54.2,NA,NA,56.5,NA,NA
1,Bu,6802,35.6,NA,NA,36.6,NA,NA,40.2,NA,NA,44.8,NA,NA,49.7,NA,35.7,53.3,NA,37.1,53.6,NA,NA,55.1,NA,31.2,55.3,3,31.2,NA,NA,NA,NA,NA,NA
1,Bu,6901,34.3,NA,NA,36.4,NA,NA,42.0,7,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6902,28.8,NA,NA,30.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6903,34.1,NA,NA,36.4,NA,NA,40.5,NA,NA,44.6,NA,34.0,48.3,NA,32.9,52.4,NA,34.4,52.8,NA,NA,54.5,NA,NA,56.3,NA,NA,58.8,NA,NA,60.8,NA,NA
1,Bu,6904,35.5,NA,NA,37.6,NA,NA,41.0,NA,NA,46.0,NA,NA,50.0,NA,NA,54.1,NA,NA,54.7,NA,NA,57.4,NA,NA,59.3,NA,NA,60.8,NA,NA,62.9,NA,NA
1,Bu,6905,12.7,NA,NA,12.7,NA,NA,12.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,6906,21.2,NA,NA,21.8,NA,NA,22.4,NA,NA,22.4,NA,NA,22.6,NA,NA,23.7,NA,NA,24.0,NA,NA,25.3,NA,NA,26.5,NA,NA,28.9,NA,NA,31.2,NA,NA
1,Bu,7001,51.1,NA,NA,53.2,NA,NA,58.1,NA,NA,65.4,NA,NA,69.2,NA,NA,74.2,NA,NA,74.4,NA,NA,75.4,NA,37.0,77.8,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,7002,29.2,NA,NA,30.2,NA,NA,32.9,NA,NA,35.4,NA,NA,38.2,NA,NA,40.2,NA,NA,40.3,NA,NA,41.0,NA,NA,42.3,NA,NA,43.3,NA,NA,45.6,NA,NA
1,Bu,7003,22.0,NA,NA,22.8,NA,NA,25.6,NA,NA,28.0,NA,NA,29.4,NA,NA,31.3,NA,NA,31.6,NA,NA,32.9,NA,NA,33.6,NA,NA,34.9,NA,NA,36.8,NA,NA
1,Bu,7101,18.2,NA,NA,18.8,NA,NA,20.2,NA,NA,21.2,NA,NA,21.4,NA,NA,22.9,NA,NA,23.5,NA,NA,26.4,NA,NA,27.8,NA,NA,30.0,NA,NA,32.7,NA,NA
1,Bu,7102,37.3,NA,NA,39.1,NA,NA,44.2,NA,NA,49.4,NA,NA,53.8,NA,NA,56.7,NA,NA,57.3,NA,NA,60.4,NA,NA,61.1,NA,NA,63.2,NA,NA,64.6,NA,NA
1,Bu,7103,12.5,NA,NA,13.0,NA,NA,13.1,NA,NA,13.3,NA,NA,13.2,NA,NA,13.3,NA,NA,13.4,NA,NA,14.1,NA,NA,14.0,NA,NA,14.5,NA,NA,14.6,NA,NA
1,Bu,7104,13.0,NA,NA,13.1,NA,NA,13.4,NA,NA,13.6,NA,NA,13.6,NA,NA,14.7,NA,NA,15.0,NA,NA,16.2,NA,NA,16.7,NA,NA,17.5,NA,NA,18.9,NA,NA
4,Ah,7105,18.4,NA,NA,19.2,NA,NA,20.8,NA,NA,22.5,NA,NA,22.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7106,17.3,NA,NA,18.2,NA,NA,20.4,NA,NA,23.6,NA,NA,25.5,NA,NA,28.1,NA,NA,28.5,NA,NA,30.3,NA,NA,30.8,NA,NA,32.1,NA,NA,33.3,NA,NA
1,Bu,7201,9.3,NA,NA,9.5,NA,NA,10.4,NA,NA,11.5,NA,NA,11.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7202,9.0,NA,NA,9.2,NA,NA,10.4,NA,NA,10.8,NA,NA,10.8,NA,NA,11.9,NA,NA,12.1,NA,NA,13.2,NA,NA,13.5,NA,NA,13.7,NA,NA,14.3,NA,NA
1,Bu,7203,53.2,NA,NA,56.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7204,23.9,NA,NA,24.2,NA,NA,25.3,NA,NA,27.2,NA,NA,29.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7205,19.8,NA,NA,19.8,NA,NA,21.3,NA,NA,23.1,NA,NA,23.3,NA,NA,24.6,NA,NA,24.9,NA,NA,26.2,NA,NA,27.1,NA,NA,27.9,NA,NA,28.6,NA,NA
1,Bu,7206,8.2,NA,NA,8.5,NA,NA,9.0,NA,NA,10.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7301,22.6,NA,NA,23.8,NA,NA,29.4,NA,NA,35.6,NA,NA,40.8,NA,NA,46.0,NA,34.1,46.6,NA,NA,49.7,NA,NA,51.4,NA,NA,53.0,NA,NA,53.8,NA,NA
1,Bu,7302,33.4,NA,NA,33.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
